,Eventdata
17862,"[[[26.0, 0.5340449138366881, 0.03520257641409119, 0.0, 0, 0.46910765894411505, 0.014888693290380443], 1], [], [], [0.09126264601945877, 0.33271557092666626, 0.5760217905044556], 1]"
17863,"[[[18.0, 0.3718931787143251, 0.048304072865238565, 1.0, 9, 0.28974198109199256, 0.008012195974695319], 0], [], [], [0.08605065196752548, 0.21613019704818726, 0.697819173336029], 1]"
17864,"[[[12.0, 0.6166382538077504, 0.03255144312233768, 0.0, 0, 0.5929448749080577, 0.009638770035836424], 0], [[12.0, 0.6145344964839057, 0.02470290788710451, 1.0, 7, 0.5781208487416077, 0.007600203619003441], 1], [], [0.061068836599588394, 0.32205796241760254, 0.6168732047080994], 1]"
17865,"[[[13.0, 0.3771119919868697, 0.019157831296883934, 1.0, 5, 0.22271962115466434, 0.004190790154737307], 1], [], [], [0.16324995458126068, 0.7032684087753296, 0.13348163664340973], 1]"
17866,"[[[23.0, 0.5361194870478243, 0.041353260352793804, 0.0, 0, 0.47830199630031195, 0.012936750744370933], 1], [], [], [0.05388844385743141, 0.14352189004421234, 0.8025896549224854], 1]"
17867,"[[[11.0, 0.5413683813336219, 0.022747765705513536, 7.0, 9, 0.5183510295979391, 0.011229285143358976], 1], [], [], [0.06084691360592842, 0.2798708975315094, 0.6592822074890137], 1]"
17868,"[[], [[31.0, 0.5184729764601445, 0.027603895891972957, 2.0, 12, 0.48494295425515793, 0.03281854367470373], 1], [[31.0, 0.24278394134180162, 0.1182586980622879, 2.0, 14, 0.12454485507038619, 0.023903853386271774], 1], [0.3628736138343811, 0.37269431352615356, 0.26443204283714294], 1]"
17869,"[[[22.0, 0.30201553634003336, 0.07438938879059091, 2.0, 16, 0.1866664744647778, 0.02636846922181538], 1], [], [[22.0, 0.3487896474877351, 0.08427875828016694, 2.0, 6, 0.27316169963649234, -358698.6311167814], 1], [0.8660204410552979, 0.07357621192932129, 0.06040333956480026], 1]"
17870,"[[[18.0, 0.45726790502945797, 0.019908793056440492, 0.0, 8, 0.3703722629602187, 0.006453605107191892], 1], [], [], [0.64167720079422, 0.18908025324344635, 0.16924254596233368], 1]"
17871,"[[[5.0, 0.27858560164482205, 0.05575296922716169, 4.0, 14, 0.1645692001462404, 0.009838629342195546], 1], [], [], [0.07752633839845657, 0.5637900829315186, 0.35868358612060547], 1]"
17872,"[[], [[16.0, 0.44597791267291015, 0.06060056268351237, 0.0, 0, 0.401960550366768, 0.01880945967041095], 1], [], [0.09044607728719711, 0.7611349821090698, 0.14841891825199127], 1]"
17873,"[[], [[11.0, 0.6912236512786379, 0.026796772133959007, 0.0, 0, 0.6608025410269984, 0.006234103222556477], 1], [], [0.10680436342954636, 0.3718872368335724, 0.5213083624839783], 1]"
17874,"[[], [[14.0, 0.5526768871609672, 0.04460210305650052, 0.0, 0, 0.5202682742699591, 0.012454423665380757], 1], [], [0.7562780976295471, 0.1716901808977127, 0.07203175127506256], 1]"
17875,"[[[14.0, 0.44312096600291095, 0.055931172305752536, 0.0, 0, 0.375785298233129, 0.015444495597007269], 1], [], [], [0.07103782892227173, 0.358359694480896, 0.5706024765968323], 1]"
17876,"[[[19.0, 0.48576471416664796, 0.016971402199923255, 3.0, 9, 0.432651790243437, 0.005121339895212382], 1], [], [], [0.09934055060148239, 0.37054112553596497, 0.5301183462142944], 1]"
17877,"[[], [], [], [0.08522578328847885, 0.6506577134132385, 0.264116495847702], 1]"
17878,"[[], [[16.0, 0.5801175029484931, 0.03637537844259006, 0.0, 0, 0.5543580131208997, 0.012594089573534518], 1], [], [0.08589167892932892, 0.42812874913215637, 0.4859795570373535], 1]"
17879,"[[[12.0, 0.8362942690255416, 0.005380300298836411, 0.0, 0, 0.8251865217076367, 0.001858346639547166], 1], [], [], [0.2223055511713028, 0.3910054564476013, 0.3866889774799347], 1]"
17880,"[[], [[24.0, 0.3741972116609927, 0.04094889601735694, 6.0, 10, 0.24657690803036497, 0.006645076437781361], 1], [], [0.06420008093118668, 0.41449788212776184, 0.5213020443916321], 1]"
17881,"[[[13.0, 0.5656533930639217, 0.08143788313583339, 0.0, 0, 0.47487299007793005, 0.009672217520370277], 1], [], [], [0.06199376657605171, 0.46935537457466125, 0.4686508774757385], 1]"
17882,"[[[17.0, 0.3964375769048913, 0.028213537112023016, 2.0, 8, 0.29526696957627874, 0.002725766273500312], 1], [[17.0, 0.7965664529799499, 0.008038198477496854, 4.0, 10, 0.7901793806353158, 0.0019846349394483363], 1], [], [0.16726939380168915, 0.5746917724609375, 0.25803881883621216], 1]"
17883,"[[[16.0, 0.41967511784570805, 0.030946712212054146, 0.0, 10, 0.311057558624525, 0.006522826646609009], 1], [[16.0, 0.5918363499279905, 0.02829788265318363, 0.0, 0, 0.5552127341542245, 0.011207989957009315], 1], [], [0.22798483073711395, 0.39748409390449524, 0.3745310604572296], 1]"
17884,"[[[26.0, 0.35952140676019956, 0.026095491583485893, 1.0, 9, 0.25714386767427877, 0.0029706542194664932], 1], [], [], [0.45994678139686584, 0.29653143882751465, 0.2435217648744583], 1]"
17885,"[[], [[26.0, 0.28659881240750695, 0.06480460920630532, 4.0, 14, 0.14268063389739458, 0.017054302787501856], 1], [], [0.05970998480916023, 0.3215429186820984, 0.6187471151351929], 1]"
17886,"[[], [[17.0, 0.5743277237085632, 0.027231001856836842, 0.0, 0, 0.521267754551666, 0.014183853993260645], 1], [], [0.6502164602279663, 0.22629758715629578, 0.12348596006631851], 1]"
17887,"[[[16.0, 0.2532664831014442, 0.0542529340211371, 0.0, 22, 0.12275944746395114, 0.011706862390176867], 1], [], [], [0.417380154132843, 0.18196535110473633, 0.40065449476242065], 1]"
17888,"[[[10.0, 0.24982854096554616, 0.12144395046611957, 3.0, 31, 0.18970290880352272, 0.024316447367810395], 0], [[10.0, 0.5858343863274235, 0.03963574097945232, 0.0, 0, 0.5558367694085954, 0.012780754831273252], 0], [], [0.8381040096282959, 0.06649067997932434, 0.09540531784296036], 1]"
17889,"[[[35.0, 0.5936668771260385, 0.00362127967970622, 1.0, 11, 0.4998768297561229, 0.0007235382981647082], 1], [], [], [0.8102185726165771, 0.0798998698592186, 0.10988155007362366], 1]"
17890,"[[], [], [], [0.09870591014623642, 0.6952829957008362, 0.2060110867023468], 1]"
17891,"[[[18.0, 0.3015972609832668, 0.05785011076013429, 1.0, 17, 0.19710770606095293, 0.01384257354086631], 1], [], [[18.0, 0.3479789038315524, 0.04773800580372396, 3.0, 13, 0.19558649754643723, 0.013081777532499048], 1], [0.16522641479969025, 0.7067703008651733, 0.1280032992362976], 1]"
17892,"[[[16.0, 0.5050365392930047, 0.015992537143364526, 2.0, 8, 0.4443541225303375, 0.0016391929838678934], 1], [], [], [0.150232195854187, 0.4248570501804352, 0.4249107837677002], 1]"
17893,"[[[20.0, 0.25444204247538976, 0.034952485655473826, 2.0, 26, 0.12004215945928222, 0.0056856235376623425], 1], [[20.0, 0.4415885025405464, 0.016876465441396236, 3.0, 9, 0.32306554898137413, 0.0035919240504211046], 1], [], [0.1197294071316719, 0.7843204736709595, 0.09595010429620743], 1]"
17894,"[[], [[13.0, 0.6672598489752601, 0.010875807906133083, 1.0, 9, 0.6519003148827393, 0.0035630813533367553], 1], [], [0.8336232304573059, 0.07901031523942947, 0.08736643195152283], 1]"
17895,"[[[18.0, 0.2746403569011943, 0.032418553082242216, 0.0, 30, 0.16659949089243797, 0.009596532285497748], 1], [[18.0, 0.3468752381569065, 0.03131807769597596, 3.0, 13, 0.18623424776476663, 0.0034552483142413354], 1], [], [0.3741694688796997, 0.42489126324653625, 0.20093925297260284], 1]"
17896,"[[[20.0, 0.6436981487461937, 0.0212536673633596, 0.0, 0, 0.5992606708110754, 0.008781772408804253], 1], [], [], [0.4832848012447357, 0.19733627140522003, 0.31937891244888306], 1]"
17897,"[[[14.0, 0.3383504814122414, 0.03005717046777551, 2.0, 16, 0.21865989006389097, 0.004855237472564412], 1], [[14.0, 0.7840590038370029, 0.01689023062389573, 0.0, 0, 0.7791495040909437, 0.011881582631285893], 1], [], [0.2343083918094635, 0.5828418731689453, 0.1828497350215912], 1]"
17898,"[[[16.0, 0.3033567046442346, 0.04305322992223817, 2.0, 20, 0.16852947225017198, 0.007604768627264899], 0], [[16.0, 0.6433792498434361, 0.01719191161217494, 0.0, 0, 0.4980260049083121, 0.0038842233229899243], 1], [], [0.13830827176570892, 0.3838304877281189, 0.4778612554073334], 1]"
17899,"[[[16.0, 0.30367832957691915, 0.03790502115112858, 3.0, 17, 0.16583762522362117, 0.006620039971975815], 1], [[16.0, 0.4006782944224593, 0.07557439255816466, 0.0, 0, 0.23432404411473307, 0.019026874380867923], 0], [], [0.16000650823116302, 0.5399801135063171, 0.30001339316368103], 1]"
17900,"[[], [[19.0, 0.2746273511363936, 0.11868119723520774, 6.0, 18, 0.1461719617862697, 0.022647253615170122], 1], [[19.0, 0.27545683872769866, 0.08221207783227129, 5.0, 13, 0.12543084607061217, 0.014443358654684052], 1], [0.072157122194767, 0.24821728467941284, 0.6796255707740784], 1]"
17901,"[[], [[16.0, 0.44985477439946275, 0.04852914440122203, 0.0, 4, 0.39716505942576735, 0.0193502055682852], 1], [], [0.060465965420007706, 0.38767221570014954, 0.5518618226051331], 1]"
17902,"[[[20.0, 0.6137613898145197, 0.03428970669538301, 2.0, 14, 0.6001699700110383, 0.00830588087425032], 0], [], [], [0.4328242242336273, 0.40594592690467834, 0.16122984886169434], 1]"
17903,"[[], [[18.0, 0.5309090462516457, 0.03261879210135233, 0.0, 0, 0.5026262789826837, 0.032154413480787805], 1], [], [0.11662881821393967, 0.7180357575416565, 0.16533538699150085], 1]"
17904,"[[], [[6.0, 0.48767143479312036, 0.01531628406759531, 0.0, 0, 0.2526395390413408, 0.0035732763775662793], 1], [], [0.15577107667922974, 0.2133457064628601, 0.6308832168579102], 1]"
17905,"[[[11.0, 0.34032831849204576, 0.03880538808981583, 0.0, 16, 0.27112285517826423, 0.004992912238518098], 0], [], [], [0.6912707090377808, 0.15771082043647766, 0.15101845562458038], 1]"
17906,"[[], [], [[14.0, 0.48822367691139845, 0.0780781940262629, 0.0, 0, 0.39343325706221954, -427542.2030647689], 0], [0.12222275137901306, 0.7673490047454834, 0.11042822897434235], 1]"
17907,"[[[22.0, 0.4321981684418327, 0.02402863286424186, 2.0, 10, 0.35951794868586906, 0.002861314081487847], 1], [], [], [0.6291197538375854, 0.20145359635353088, 0.16942663490772247], 1]"
17908,"[[[12.0, 0.4024024483610084, 0.018396729868307513, 2.0, 10, 0.27482526262922197, 0.0018356421277306344], 1], [], [], [0.11306501924991608, 0.29473719000816345, 0.5921977758407593], 1]"
17909,"[[[20.0, 0.7653660375714862, 0.0190410182201222, 0.0, 0, 0.7570646844711465, 0.006764746777449882], 1], [], [], [0.045772451907396317, 0.2207717001438141, 0.7334558367729187], 1]"
17910,"[[], [[15.0, 0.37625863106616186, 0.053076950550804074, 2.0, 12, 0.257786537712282, 0.010879129365834747], 1], [], [0.06123754009604454, 0.5993659496307373, 0.33939653635025024], 1]"
17911,"[[], [[15.0, 0.4025485364861173, 0.04317894093165461, 2.0, 12, 0.24105871513527097, 0.011021528075050512], 1], [], [0.05118116736412048, 0.1876649558544159, 0.7611538767814636], 1]"
17912,"[[[20.0, 0.6707441565638719, 0.005628302990538351, 0.0, 0, 0.622343706534754, 0.004535555585998949], 1], [], [], [0.09880288690328598, 0.29065605998039246, 0.610541045665741], 1]"
17913,"[[[22.0, 0.489706732721126, 0.033659827264447634, 0.0, 0, 0.41407633207254285, 0.008285401810201971], 0], [[22.0, 0.44720337066647653, 0.02185338385375891, 2.0, 10, 0.4097082971639287, 0.0039590318559017635], 1], [], [0.058479201048612595, 0.21504805982112885, 0.7264727354049683], 1]"
17914,"[[[16.0, 0.682496220614193, 0.01630421390945041, 0.0, 0, 0.6626891839628722, 0.003276290310939207], 1], [[16.0, 0.4450906613831509, 0.07418735656033697, 0.0, 0, 0.3321857855557604, 0.012116673678980549], 0], [], [0.11296496540307999, 0.24735048413276672, 0.6396845579147339], 1]"
17915,"[[], [[16.0, 0.488683579864506, 0.02957783919773389, 0.0, 0, 0.3659036171697391, 0.014471552386645109], 1], [], [0.12672285735607147, 0.4689050316810608, 0.40437209606170654], 1]"
17916,"[[[14.0, 0.47932164414283074, 0.011994671596590104, 4.0, 8, 0.3515101015731814, 0.0030061789841977367], 1], [[14.0, 0.334378430264182, 0.015616456378411673, 1.0, 17, 0.20894796795241477, 0.002563608680896508], 0], [], [0.8456953763961792, 0.08310674875974655, 0.07119785249233246], 1]"
17917,"[[], [[33.0, 0.27519957997633837, 0.09466426175066392, 0.0, 16, 0.15971267250165827, 0.014905939580403031], 1], [], [0.4187455177307129, 0.37719491124153137, 0.20405955612659454], 1]"
17918,"[[], [[6.0, 0.6709641783058131, 0.020342516032214236, 1.0, 1, 0.6065257914441016, 0.005631648551509716], 1], [], [0.07191219925880432, 0.34779152274131775, 0.5802962779998779], 1]"
17919,"[[], [], [[12.0, 0.46890205668583174, 0.055078122868283085, 0.0, 0, 0.3772002427854108, 0.015206241214535387], 1], [0.07004489004611969, 0.5098941326141357, 0.4200609624385834], 1]"
17920,"[[[16.0, 0.24711917811408252, 0.07261693104446125, 1.0, 17, 0.11173147553403495, 0.012612225913452756], 1], [], [[16.0, 0.5219535387082268, 0.03519825899030257, 2.0, 8, 0.49780182617517754, 0.007958367113550885], 1], [0.2811087369918823, 0.5470201969146729, 0.1718710958957672], 1]"
17921,"[[[16.0, 0.4239483185765257, 0.013081689954574467, 0.0, 14, 0.3655463186483991, 0.002185650742863775], 1], [], [], [0.055074241012334824, 0.5904229879379272, 0.35450276732444763], 1]"
17922,"[[], [[18.0, 0.3672702614474606, 0.059818450748270746, 3.0, 15, 0.29645426237994793, 0.021781652364585593], 1], [], [0.06429007649421692, 0.6160494685173035, 0.319660484790802], 1]"
17923,"[[[16.0, 0.45928139515608957, 0.010200747278218467, 2.0, 12, 0.3296338849664564, 0.0023992279757120444], 1], [], [], [0.11479265242815018, 0.7759772539138794, 0.10923011600971222], 1]"
17924,"[[[16.0, 0.6837448052915769, 0.01355749271814441, 0.0, 6, 0.6776163569639424, 0.004558260881031106], 1], [], [], [0.14302673935890198, 0.6989018321037292, 0.15807144343852997], 1]"
17925,"[[[14.0, 0.7034260142050782, 0.00969767297995113, 0.0, 0, 0.6024876212030396, 0.0024478072982828604], 1], [], [], [0.054497189819812775, 0.5029026865959167, 0.4426001310348511], 1]"
17926,"[[], [[20.0, 0.2946173856882025, 0.06621079142952821, 3.0, 11, 0.13442930404943548, 0.011924887166020678], 1], [], [0.047691430896520615, 0.17236372828483582, 0.7799448370933533], 1]"
17927,"[[], [[17.0, 0.3991292780838484, 0.0411749466493556, 1.0, 11, 0.2927932795873229, 0.0077443254794503326], 1], [[17.0, 0.3737475657215583, 0.039401683765912215, 5.0, 11, 0.2450474821765717, -346540.70243691513], 1], [0.22157517075538635, 0.5786944627761841, 0.19973035156726837], 1]"
17928,"[[[7.0, 0.7359913240804529, 0.0066117701910902195, 0.0, 0, 0.6974238354451698, 0.003567050914051548], 1], [], [], [0.05198417976498604, 0.23376354575157166, 0.7142522931098938], 1]"
17929,"[[], [[15.0, 0.367901305747753, 0.03473878297412018, 0.0, 10, 0.25370453818172317, 0.0033683776649967973], 1], [], [0.05901395529508591, 0.24238497018814087, 0.6986010670661926], 1]"
17930,"[[[31.0, 0.5225472389361345, 0.015352207180952112, 3.0, 7, 0.40973980747321276, 0.0026994405424384804], 1], [[31.0, 0.2827970559848121, 0.08009355533892522, 0.0, 18, 0.21157679794647316, 0.030793235886278365], 1], [], [0.05484142154455185, 0.3056313097476959, 0.6395272612571716], 1]"
17931,"[[[9.0, 0.3983281828407071, 0.02660681594167984, 4.0, 12, 0.29791218255624385, 0.009403203636238432], 1], [], [], [0.5837318301200867, 0.211851567029953, 0.20441660284996033], 1]"
17932,"[[], [[16.0, 0.5308542882355554, 0.043166908512476745, 0.0, 0, 0.5022608482396039, 0.01714619280102676], 1], [], [0.1460723727941513, 0.5544705986976624, 0.29945701360702515], 1]"
17933,"[[[8.0, 0.6497762986372735, 0.02333020048965709, 0.0, 0, 0.6240747078788987, 0.005389039254651923], 1], [], [], [0.12428121268749237, 0.49509647488594055, 0.3806222975254059], 1]"
17934,"[[], [[17.0, 0.634483367056951, 0.023818600755846752, 0.0, 0, 0.6193548387096774, 0.0110718649580354], 1], [], [0.058395419269800186, 0.283408522605896, 0.6581960916519165], 1]"
17935,"[[], [], [], [0.6619506478309631, 0.1678699553012848, 0.17017939686775208], 1]"
17936,"[[[16.0, 0.4490339523115535, 0.019252385471949077, 1.0, 5, 0.3072271126084988, 0.0028391327021392463], 1], [], [], [0.09772171825170517, 0.8081463575363159, 0.0941319465637207], 1]"
17937,"[[[16.0, 0.5167887948224493, 0.018120244101675752, 0.0, 14, 0.4287090847931275, 0.006697280629765131], 1], [], [], [0.44095781445503235, 0.1444803774356842, 0.41456180810928345], 1]"
17938,"[[[27.0, 0.43537974313744965, 0.034199248257987216, 2.0, 16, 0.3622006541714571, 0.0037458740773365098], 1], [], [], [0.05774015933275223, 0.4621760845184326, 0.48008376359939575], 1]"
17939,"[[], [[26.0, 0.34122959632205785, 0.04520734678004111, 5.0, 9, 0.21386644427791207, 0.007798074599510395], 1], [], [0.08168509602546692, 0.3511796295642853, 0.5671352744102478], 1]"
17940,"[[[22.0, 0.5506881371565183, 0.008348981049758326, 1.0, 7, 0.46538451894385796, 0.0008813191439354598], 1], [], [[22.0, 0.2842547661240229, 0.05159404217929488, 2.0, 14, 0.19792326309671487, 0.019845200495230086], 0], [0.22116129100322723, 0.6392425298690796, 0.13959617912769318], 1]"
17941,"[[[18.0, 0.4081280018989181, 0.08525750804411394, 0.0, 0, 0.24595764665416506, 0.014687218057697491], 1], [], [], [0.06391402333974838, 0.30632078647613525, 0.6297652125358582], 1]"
17942,"[[[29.0, 0.3159982776658826, 0.02531545709936866, 1.0, 25, 0.2343515408095961, 0.005818758332152467], 0], [[29.0, 0.569973325825178, 0.015335747432830183, 1.0, 17, 0.557824466990382, 0.003980227278333966], 1], [[29.0, 0.28493539994886957, 0.04194863885646499, 2.0, 14, 0.1312207025827995, 0.006450629364771823], 0], [0.28197816014289856, 0.5817110538482666, 0.13631075620651245], 1]"
17943,"[[], [[13.0, 0.5398394493414044, 0.04172614084106769, 0.0, 0, 0.4223368206020396, 0.006720270885992645], 0], [[13.0, 0.42799676270856457, 0.09741575372137525, 1.0, 9, 0.3127158603447686, -321250.39866887516], 1], [0.07549887150526047, 0.4187382459640503, 0.5057628750801086], 1]"
17944,"[[], [[8.0, 0.4727614055007192, 0.06991706632960519, 0.0, 0, 0.32884369214763287, 0.015142581016945622], 1], [], [0.2299993932247162, 0.653922438621521, 0.11607818305492401], 1]"
17945,"[[[12.0, 0.5076913234158323, 0.01200054367049949, 1.0, 17, 0.3927771926218675, 0.004351761125605454], 1], [], [], [0.9238117337226868, 0.01405321154743433, 0.06213505193591118], 1]"
17946,"[[[17.0, 0.43144562955028565, 0.007508106983638424, 3.0, 7, 0.2659165157373273, 0.0010002735881819446], 1], [], [], [0.8853422999382019, 0.037352465093135834, 0.07730523496866226], 1]"
17947,"[[[21.0, 0.31766657423321343, 0.02134751204761978, 1.0, 23, 0.19173245878503822, 0.0034537017395987763], 1], [], [], [0.8322082757949829, 0.06267894804477692, 0.10511278361082077], 1]"
17948,"[[], [], [[14.0, 0.45896511487842434, 0.045433900361746694, 0.0, 0, 0.37864882112975506, 0.018776495232922533], 1], [0.10940907150506973, 0.5462590456008911, 0.34433189034461975], 1]"
17949,"[[], [[15.0, 0.6658333975049356, 0.0193725728774687, 1.0, 1, 0.6172325904451289, 9.728523272813232], 0], [[15.0, 0.5358815513401546, 0.029440850998260992, 1.0, 9, 0.4794925182368896, -828827.4396947806], 1], [0.06592568010091782, 0.4650663137435913, 0.4690079987049103], 1]"
